Period,Entity,Gl Code,Gl Description,Amount
2022,Bangalore,11750242002,BONUS- HORTICULTURE,38489.73
2022,Bangalore,11750242002,BONUS- HORTICULTURE,38489.73
2022,Bangalore,11750242002,BONUS- HORTICULTURE,38489.73
2022,Bangalore,11750242002,BONUS- HORTICULTURE,38489.73
2022,Bangalore,11750242001,SALARY- HORTICULTURE,474076
2022,Bangalore,11750241011,EMP MEAL- HORTICULTURE,46079
2022,Bangalore,11750241011,EMP MEAL- HORTICULTURE,46079
2022,Bangalore,11750241011,EMP MEAL- HORTICULTURE,46079
2022,Bangalore,11750241011,EMP MEAL- HORTICULTURE,46079
2022,Bangalore,11750143807,R&M TELEPHONE,2800
2022,Bangalore,11750143807,R&M TELEPHONE,2800
2022,Bangalore,11750143807,R&M TELEPHONE,2800
2022,Bangalore,11750143807,R&M TELEPHONE,2800
2022,Bangalore,11750143801,LOCAL CONVEYANCE-ENGG,1052
2022,Bangalore,11750143698,CONTRACT CLEANING-ENG,77350
2022,Bangalore,11750143697,MISCELLANEOUS EXPENSES-ENGG,1292.5
2022,Bangalore,11750143660,PROFESSIONAL CHARGES-ENGG,407157.46
2022,Bangalore,11750143660,PROFESSIONAL CHARGES-ENGG,407157.46
2022,Bangalore,11750143660,PROFESSIONAL CHARGES-ENGG,407157.46
2022,Bangalore,11750143660,PROFESSIONAL CHARGES-ENGG,407157.46
2022,Bangalore,11750143610,PRINTING & STATIONARY-ENGG,10661.87
2022,Bangalore,11750143610,PRINTING & STATIONARY-ENGG,10661.87
2022,Bangalore,11750143610,PRINTING & STATIONARY-ENGG,10661.87
2022,Bangalore,11750143610,PRINTING & STATIONARY-ENGG,10661.87
2022,Bangalore,11750143600,TELEPHONE EXPENSE-ENGG,26645.53
2022,Bangalore,11750143600,TELEPHONE EXPENSE-ENGG,26645.53
2022,Bangalore,11750143600,TELEPHONE EXPENSE-ENGG,26645.53
2022,Bangalore,11750143600,TELEPHONE EXPENSE-ENGG,26645.53
2022,Bangalore,11750143551,RATES & TAXES -ENGG,415415
2022,Bangalore,11750143476,R&M SWIMMING POOL,75077.12
2022,Bangalore,11750143476,R&M SWIMMING POOL,75077.12
2022,Bangalore,11750143476,R&M SWIMMING POOL,75077.12
2022,Bangalore,11750143476,R&M SWIMMING POOL,75077.12
2022,Bangalore,11750143475,R&M GENSET,46022.94
2022,Bangalore,11750143470,R&M HEALTH CLUB,98401.24
2022,Bangalore,11750143410,R&M BOILER,190998.82
2022,Bangalore,11750143408,R&M KITCHEN EQUIPMENT-ENGG,37100
2022,Bangalore,11750143406,R&M OTHERS,1966113.31
2022,Bangalore,11750143403,R&M KITCHEN EQUIPMENT,452549.48
2022,Bangalore,11750143401,R&M FURNITURE/FIX,780546
2022,Bangalore,11750143308,R&M COMPUTER,-13141
2022,Bangalore,11750143307,R&M TV & MUSIC-ENGG,36982.2
2022,Bangalore,11750143307,R&M TV & MUSIC-ENGG,36982.2
2022,Bangalore,11750143307,R&M TV & MUSIC-ENGG,36982.2
2022,Bangalore,11750143307,R&M TV & MUSIC-ENGG,36982.2
2022,Bangalore,11750143305,R&M OFFICE EQUIP,354932.84
2022,Bangalore,11750143303,R&M LAUNDRY-ENGG,219144.46
2022,Bangalore,11750143302,R&M ELECTRICAL,151264.8
2022,Bangalore,11750143301,R&M AC/REFERIGERATION,320820.14
2022,Bangalore,11750143204,R&M ELEVATOR,1242153.32
2022,Bangalore,11750143203,R&M BUILDING,4600992.72
2022,Bangalore,11750143203,R&M BUILDING,4600992.72
2022,Bangalore,11750143203,R&M BUILDING,4600992.72
2022,Bangalore,11750143203,R&M BUILDING,4600992.72
2022,Bangalore,11750143201,R&M FIRE/SAFETY,94837.5
2022,Bangalore,11750143004,WATER,1044291
2022,Bangalore,11750143003,FUEL & STEAM,7469792
2022,Bangalore,11750143002,ELECTRICITY,22879486
2022,Bangalore,11750142203,GRATUITY- ENG,42793.47
2022,Bangalore,11750142105,ADMN CHARGES PF- ENG,11221
2022,Bangalore,11750142104,CO'S CONT TO EDLI- ENG,10095
2022,Bangalore,11750142103,CO'S CONT TO ESI- ENG,59281
2022,Bangalore,11750142103,CO'S CONT TO ESI- ENG,59281
2022,Bangalore,11750142103,CO'S CONT TO ESI- ENG,59281
2022,Bangalore,11750142103,CO'S CONT TO ESI- ENG,59281
2022,Bangalore,11750142102,CO'S CONT TO EPS- ENG,101121
2022,Bangalore,11750142101,CO'S CONT TO EPF- ENG,168139
2022,Bangalore,11750142010,NOTICE PAY- ENG,-23361
2022,Bangalore,11750142005,LEAVE ENCASHMENT- ENG,6622.48
2022,Bangalore,11750142002,BONUS- ENG,155455.65
2022,Bangalore,11750142001,SALARY- ENG,4145487
2022,Bangalore,11750141200,CONS ENGG SUPPLIES-ENGG,7132253
2022,Bangalore,11750141200,CONS ENGG SUPPLIES-ENGG,7132253
2022,Bangalore,11750141200,CONS ENGG SUPPLIES-ENGG,7132253
2022,Bangalore,11750141200,CONS ENGG SUPPLIES-ENGG,7132253
2022,Bangalore,11750141140,UNIFORM EXPENSES- ENG,9500
2022,Bangalore,11750141100,CLEANING SUPPLIES-ENGG,300
2022,Bangalore,11750141012,ENTERTAINMENT - FOOD - ENGG,19883
2022,Bangalore,11750141011,EMP MEAL- ENG,194523.12
2022,Bangalore,11730742105,ADMN CHARGES PF- REVENUE,1645
2022,Bangalore,11730742104,CO'S CONT TO EDLI- REVENUE,1645
2022,Bangalore,11730742101,CO'S CONT TO EPF- REVENUE,27405
2022,Bangalore,11730742101,CO'S CONT TO EPF- REVENUE,27405
2022,Bangalore,11730742101,CO'S CONT TO EPF- REVENUE,27405
2022,Bangalore,11730742101,CO'S CONT TO EPF- REVENUE,27405
2022,Bangalore,11730742012,CO'S CONT TO EPS- REVENUE,12061
2022,Bangalore,11730742005,LEAVE ENCASHMENT- REVENUE,1199.98
2022,Bangalore,11730742002,BONUS- REVENUE,26291.43
2022,Bangalore,11730742001,SALARY- REVENUE,815395
2022,Bangalore,11730642204,NOTICE PAY- S&M,-17509
2022,Bangalore,11730642101,CO'S CONT TO EPF- S&M,83195
2022,Bangalore,11730642015,ADMN CHARGES PF- S&M,5005
2022,Bangalore,11730642014,CO'S CONT TO EDLI- S&M,4992
2022,Bangalore,11730642014,CO'S CONT TO EDLI- S&M,4992
2022,Bangalore,11730642014,CO'S CONT TO EDLI- S&M,4992
2022,Bangalore,11730642014,CO'S CONT TO EDLI- S&M,4992
2022,Bangalore,11730642012,CO'S CONT TO EPS- S&M,36848
2022,Bangalore,11730642005,LEAVE ENCASHMENT- S&M,7833.77
2022,Bangalore,11730642001,SALARY- S&M,5757796
2022,Bangalore,11730641011,EMP MEAL- S&M,139179
2022,Bangalore,11730541011,EMP MEAL- REVENUE,26567
2022,Bangalore,11730443600,TELEPHONE EXP - RSO HYD,7362.18
2022,Bangalore,11730442105,ADMN CHARGES PF- RSO HYD,1002
2022,Bangalore,11730442105,ADMN CHARGES PF- RSO HYD,1002
2022,Bangalore,11730442105,ADMN CHARGES PF- RSO HYD,1002
2022,Bangalore,11730442105,ADMN CHARGES PF- RSO HYD,1002
2022,Bangalore,11730442104,CO'S CONT TO EDLI- RSO HYD,675
2022,Bangalore,11730442102,CO'S CONT TO EPS- RSO HYD,12690
2022,Bangalore,11730442101,CO'S CONT TO EPF- RSO HYD,11250
2022,Bangalore,11730442001,SALARY- RSO HYD,548696
2022,Bangalore,11730441011,EMP MEAL- RSO HYD,15052
2022,Bangalore,11730343805,VEHICLE HIRE CHARGES-S&M,349044
2022,Bangalore,11730343802,TRAVELING EXP-S&M,1780
2022,Bangalore,11730343801,LOCAL CONVEYANCE - S&M,16176
2022,Bangalore,11730343697,MISCELLANEOUS EXPENSES- S&M,4992.5
2022,Bangalore,11730343640,MEMBERSHIP & SUBSCRIPTION- S&M,131250
2022,Bangalore,11730343640,MEMBERSHIP & SUBSCRIPTION- S&M,131250
2022,Bangalore,11730343640,MEMBERSHIP & SUBSCRIPTION- S&M,131250
2022,Bangalore,11730343640,MEMBERSHIP & SUBSCRIPTION- S&M,131250
2022,Bangalore,11730343623,ADVERTISING & PUBLICITY & S&M,68018
2022,Bangalore,11730343620,BUSINESS PROMOTION - S&M,824988.8
2022,Bangalore,11730343601,COURIER EXPENSES-S&M,128
2022,Bangalore,11730343600,TELEPHONE EXP - S&M,54802.22
2022,Bangalore,11730342209,MEAL RECOVERY-S&M  BLR,-848
2022,Bangalore,11730342105,ADMN CHARGES PF- MARCOM,675
2022,Bangalore,11730342104,CO'S CONT TO EDLI- MARCOM,675
2022,Bangalore,11730342102,CO'S CONT TO EPS- MARCOM,4950
2022,Bangalore,11730342101,CO'S CONT TO EPF- MARCOM,11250
2022,Bangalore,11730342101,CO'S CONT TO EPF- MARCOM,11250
2022,Bangalore,11730342101,CO'S CONT TO EPF- MARCOM,11250
2022,Bangalore,11730342101,CO'S CONT TO EPF- MARCOM,11250
2022,Bangalore,11730342005,LEAVE ENCASHMENT- MARCOM,271.52
2022,Bangalore,11730342002,BONUS- MARCOM,4911
2022,Bangalore,11730342001,SALARY- MARCOM,758802
2022,Bangalore,11730341340,PRINTING & STATIONERY-S&M,200066.15
2022,Bangalore,11730341020,ENTERTAINMENT- SOFT BEV- S&M,594
2022,Bangalore,11730341010,ENTERTAINMENT- FOOD- S&M,421211
2022,Bangalore,11720043801,LOCAL CONVEYANCE-P&T,9209
2022,Bangalore,11720043801,LOCAL CONVEYANCE-P&T,9209
2022,Bangalore,11720043801,LOCAL CONVEYANCE-P&T,9209
2022,Bangalore,11720043801,LOCAL CONVEYANCE-P&T,9209
2022,Bangalore,11720043698,DONATION - CSR ACTIVITY,68728
2022,Bangalore,11720043697,MISCELLANEOUS EXPENSES-P&T,1292.5
2022,Bangalore,11720043660,PROFESSIONAL CHARGES-P&T,569452
2022,Bangalore,11720043610,PRINTING & STATIONARY-P&T,118244.34
2022,Bangalore,11720043601,COURIER EXPENSES-P&T,3160
2022,Bangalore,11720043600,TELEPHONE EXPENSE-P&T,3546.96
2022,Bangalore,11720043551,RATES & TAXES-P&T,15350
2022,Bangalore,11720043501,RENTAL ACCOM- HR,54000
2022,Bangalore,11720042213,INSURANCE - EMPLOYEES,389061
2022,Bangalore,11720042213,INSURANCE - EMPLOYEES,389061
2022,Bangalore,11720042213,INSURANCE - EMPLOYEES,389061
2022,Bangalore,11720042213,INSURANCE - EMPLOYEES,389061
2022,Bangalore,11720042209,MEAL RECOVERY-P&T,-30000
2022,Bangalore,11720042208,STAFF RECRUITMENT,124100
2022,Bangalore,11720042206,STAFF WELFARE MEDICAL-P&T,34446
2022,Bangalore,11720042205,STAFF WELFARE- HR,137522
2022,Bangalore,11720042203,GRATUITY- HR,23382
2022,Bangalore,11720042105,ADMN CHARGES PF- HR,4072
2022,Bangalore,11720042104,CO'S CONT TO EDLI- HR,1748
2022,Bangalore,11720042104,CO'S CONT TO EDLI- HR,1748
2022,Bangalore,11720042104,CO'S CONT TO EDLI- HR,1748
2022,Bangalore,11720042104,CO'S CONT TO EDLI- HR,1748
2022,Bangalore,11720042103,CO'S CONT TO ESI- HR,4251
2022,Bangalore,11720042102,CO'S CONT TO EPS- HR,68615
2022,Bangalore,11720042101,CO'S CONT TO EPF- HR,29103
2022,Bangalore,11720042007,STIPEND- HR,24506
2022,Bangalore,11720042005,LEAVE ENCASHMENT- HR,1879.48
2022,Bangalore,11720042002,BONUS- HR,27051.22
2022,Bangalore,11720042001,SALARY- HR,1477096
2022,Bangalore,11720041012,ENTERTAINMENT- FOOD- P&T,12746
2022,Bangalore,11720041011,EMP MEAL- HR,34247
2022,Bangalore,11720041011,EMP MEAL- HR,34247
2022,Bangalore,11720041011,EMP MEAL- HR,34247
2022,Bangalore,11720041011,EMP MEAL- HR,34247
2022,Bangalore,11710743805,VEHICLE HIRE CHARGES-STAFF,257294.28
2022,Bangalore,11710743804,PETROL HSD HOTEL VEHICLE-TRA,64000
2022,Bangalore,11710743405,R&M VEHICLE-TRA,84803
2022,Bangalore,11710742105,ADMN CHARGES PF- TRANSPORT,476
2022,Bangalore,11710742104,CO'S CONT TO EDLI- TRANSPORT,456
2022,Bangalore,11710742103,CO'S CONT TO ESI- TRANSPORT,4661
2022,Bangalore,11710742102,CO'S CONT TO EPS- TRANSPORT,3836
2022,Bangalore,11710742101,CO'S CONT TO EPF- TRANSPORT,7591
2022,Bangalore,11710742101,CO'S CONT TO EPF- TRANSPORT,7591
2022,Bangalore,11710742101,CO'S CONT TO EPF- TRANSPORT,7591
2022,Bangalore,11710742101,CO'S CONT TO EPF- TRANSPORT,7591
2022,Bangalore,11710742002,BONUS- TRANSPORT,7735.1
2022,Bangalore,11710742001,SALARY- TRANSPORT,143305
2022,Bangalore,11710741011,EMP MEAL- TRANSPORT,-2475
2022,Bangalore,11710643801,LOCAL CONVEYANCE-GMO,5099
2022,Bangalore,11710643697,MISCELLANEOUS EXPENSES-GMO,5792.5
2022,Bangalore,11710643620,BUSINESS PROMOTION-GMO,544
2022,Bangalore,11710643610,PRINTING & STATIONARY-GMO,8920
2022,Bangalore,11710643600,TELEPHONE EXPENSE-GMO,3949.24
2022,Bangalore,11710642205,STAFF WELFARE-GMO,2300
2022,Bangalore,11710642205,STAFF WELFARE-GMO,2300
2022,Bangalore,11710642205,STAFF WELFARE-GMO,2300
2022,Bangalore,11710642205,STAFF WELFARE-GMO,2300
2022,Bangalore,11710642203,GRATUITY-GMO,78429.78
2022,Bangalore,11710642105,ADMN.CHARGES PF-GMO,1582
2022,Bangalore,11710642104,CO'S CONT TO EDLI-GMO,675
2022,Bangalore,11710642102,CO'S CONT TO EPS- GMO,26716
2022,Bangalore,11710642101,CO'S CONT TO EPF- GMO,11250
2022,Bangalore,11710642005,LEAVE ENCASHMENT-GMO,905.23
2022,Bangalore,11710642001,SALARY- GMO,1624012
2022,Bangalore,11710641032,ENTERTAINMENT- LIQ- GMO,207689
2022,Bangalore,11710641032,ENTERTAINMENT- LIQ- GMO,207689
2022,Bangalore,11710641032,ENTERTAINMENT- LIQ- GMO,207689
2022,Bangalore,11710641032,ENTERTAINMENT- LIQ- GMO,207689
2022,Bangalore,11710641022,ENTERTAINMENT- SOFT BEV- GMO,1048
2022,Bangalore,11710641012,ENTERTAINMENT- FOOD- GMO,68672
2022,Bangalore,11710641011,EMP MEAL- GMO,8726
2022,Bangalore,11710543805,VEHICLE HIRE CHARGES-RSO CHN,32274
2022,Bangalore,11710543600,TELEPHONE EXP - RSO CHN,824.82
2022,Bangalore,11710443801,LOCAL CONVEYANCE-PUR,13405
2022,Bangalore,11710443697,MISCELLANEOUS EXPENSES-PUR,2292.5
2022,Bangalore,11710443688,ROUND OFF ADJ,1.72
2022,Bangalore,11710443610,PRINTING & STATIONARY-PUR,17449.12
2022,Bangalore,11710443601,COURIER EXPENSES-PUR,1700
2022,Bangalore,11710443600,TELEPHONE EXPENSE-PUR,5408.97
2022,Bangalore,11710443600,TELEPHONE EXPENSE-PUR,5408.97
2022,Bangalore,11710443600,TELEPHONE EXPENSE-PUR,5408.97
2022,Bangalore,11710443600,TELEPHONE EXPENSE-PUR,5408.97
2022,Bangalore,11710442105,ADMN CHARGES PF- PURCHASE,1708
2022,Bangalore,11710442104,CO'S CONT TO EDLI- PURCHASE,1693
2022,Bangalore,11710442103,CO'S CONT TO ESI- PURCHASE,3615
2022,Bangalore,11710442102,CO'S CONT TO EPS- PURCHASE,12797
2022,Bangalore,11710442101,CO'S CONT TO EPF- PURCHASE,28244
2022,Bangalore,11710442005,LEAVE ENCASHMENT- PURCHASE,1199.98
2022,Bangalore,11710442002,BONUS- PURCHASE,18665.77
2022,Bangalore,11710442001,SALARY- PURCHASE,1361664
2022,Bangalore,11710442001,SALARY- PURCHASE,1361664
2022,Bangalore,11710442001,SALARY- PURCHASE,1361664
2022,Bangalore,11710442001,SALARY- PURCHASE,1361664
2022,Bangalore,11710441011,EMP MEAL- PURCHASE,29779
2022,Bangalore,11710344006,DEPRECIATION-AC,9930300.02
2022,Bangalore,11710344005,LICENCE FEE TO KKFH-AC,23310089
2022,Bangalore,11710344002,COMMISSION & BROKERAGE,1186660
2022,Bangalore,11710343802,TRAVELLING-AC,25530
2022,Bangalore,11710343801,LOCAL CONVEYANCE-AC,54494
2022,Bangalore,11710343801,LOCAL CONVEYANCE-AC,54494
2022,Bangalore,11710343801,LOCAL CONVEYANCE-AC,54494
2022,Bangalore,11710343801,LOCAL CONVEYANCE-AC,54494
2022,Bangalore,11710343697,MISCELLANEOUS EXPENSES-AC,1296.97
2022,Bangalore,11710343695,SUNDRY BALANCES W/OFF,-133736.42
2022,Bangalore,11710343694,PROV. FOR DOUBTFUL DEBTS-AC,-1440423
2022,Bangalore,11710343692,BANK CHARGES-AC,54532.46
2022,Bangalore,11710343689,EXCHANGE FLUCTUATION-AC,-4945
2022,Bangalore,11710343661,LEGAL EXPENSES-AC,607500
2022,Bangalore,11710343660,PROFESSIONAL CHARGES-AC,655906.36
2022,Bangalore,11710343633,COMM. CREDIT CARDS,3748686
2022,Bangalore,11710343633,COMM. CREDIT CARDS,3748686
2022,Bangalore,11710343633,COMM. CREDIT CARDS,3748686
2022,Bangalore,11710343633,COMM. CREDIT CARDS,3748686
2022,Bangalore,11710343620,ENTERTAINMENT- LIQ- AC & PUR,45
2022,Bangalore,11710343610,PRINTING & STATIONARY-AC,52635.89
2022,Bangalore,11710343601,COURIER EXPENSES-AC,30500.94
2022,Bangalore,11710343600,TELEPHONE EXPENSE-AC,19271.29
2022,Bangalore,11710343575,INSURANCE - OTHERS,730687
2022,Bangalore,11710343555,PROPERTY TAX (BBMP),6012000
2022,Bangalore,11710343551,RATES & TAXES-AC,4001079
2022,Bangalore,11710342205,STAFF WELFARE- FINANCE,6133
2022,Bangalore,11710342203,GRATUITY- FINANCE,26264.25
2022,Bangalore,11710342203,GRATUITY- FINANCE,26264.25
2022,Bangalore,11710342203,GRATUITY- FINANCE,26264.25
2022,Bangalore,11710342203,GRATUITY- FINANCE,26264.25
2022,Bangalore,11710342105,ADMN CHARGES PF- FINANCE,10352
2022,Bangalore,11710342104,CO'S CONT TO EDLI- FINANCE,8568
2022,Bangalore,11710342103,CO'S CONT TO ESI- FINANCE,15476
2022,Bangalore,11710342102,CO'S CONT TO EPS- FINANCE,105664
2022,Bangalore,11710342101,CO'S CONT TO EPF- FINANCE,142653
2022,Bangalore,11710342010,NOTICE PAY- FINANCE,-16000
2022,Bangalore,11710342005,LEAVE ENCASHMENT- FINANCE,5422.5
2022,Bangalore,11710342005,LEAVE ENCASHMENT- FINANCE,5422.5
2022,Bangalore,11710342005,LEAVE ENCASHMENT- FINANCE,5422.5
2022,Bangalore,11710342005,LEAVE ENCASHMENT- FINANCE,5422.5
2022,Bangalore,11710342002,BONUS- FINANCE,109945.6
2022,Bangalore,11710342001,SALARY- FINANCE,4828150
2022,Bangalore,11710341170,SUNDRY ADV. WRITTEN OFF,-365251.2
2022,Bangalore,11710341012,ENTERTAINMENT- FOOD- AC & PUR,46941
2022,Bangalore,11710341012,ENTERTAINMENT- FOOD- AC & PUR,46941
2022,Bangalore,11710341012,ENTERTAINMENT- FOOD- AC & PUR,46941
2022,Bangalore,11710341012,ENTERTAINMENT- FOOD- AC & PUR,46941
2022,Bangalore,11710341011,EMP MEAL- FINANCE,136181
2022,Bangalore,11710341011,EMP MEAL- FINANCE,136181
2022,Bangalore,11710341011,EMP MEAL- FINANCE,136181
2022,Bangalore,11710341011,EMP MEAL- FINANCE,136181
2022,Bangalore,11710143801,LOCAL CONVEYANCE-SYS,1295
2022,Bangalore,11710143610,PRINTING & STATIONARY-SYS,5539.24
2022,Bangalore,11710143600,TELEPHONE EXPENSE-SYS,16552.56
2022,Bangalore,11710143600,TELEPHONE EXPENSE-SYS,16552.56
2022,Bangalore,11710143600,TELEPHONE EXPENSE-SYS,16552.56
2022,Bangalore,11710143600,TELEPHONE EXPENSE-SYS,16552.56
2022,Bangalore,11710143308,R&M COMPUTER-SYS,1606769.25
2022,Bangalore,11710143308,R&M COMPUTER-SYS,1606769.25
2022,Bangalore,11710143308,R&M COMPUTER-SYS,1606769.25
2022,Bangalore,11710143308,R&M COMPUTER-SYS,1606769.25
2022,Bangalore,11710142203,GRATUITY- SYSTEMS,49569.73
2022,Bangalore,11710142203,GRATUITY- SYSTEMS,49569.73
2022,Bangalore,11710142203,GRATUITY- SYSTEMS,49569.73
2022,Bangalore,11710142203,GRATUITY- SYSTEMS,49569.73
2022,Bangalore,11710142105,ADMN CHARGES PF- SYSTEMS,3093
2022,Bangalore,11710142105,ADMN CHARGES PF- SYSTEMS,3093
2022,Bangalore,11710142105,ADMN CHARGES PF- SYSTEMS,3093
2022,Bangalore,11710142105,ADMN CHARGES PF- SYSTEMS,3093
2022,Bangalore,11710142104,CO'S CONT TO EDLI- SYSTEMS,1240
2022,Bangalore,11710142104,CO'S CONT TO EDLI- SYSTEMS,1240
2022,Bangalore,11710142104,CO'S CONT TO EDLI- SYSTEMS,1240
2022,Bangalore,11710142104,CO'S CONT TO EDLI- SYSTEMS,1240
2022,Bangalore,11710142102,CO'S CONT TO EPS- SYSTEMS,53571
2022,Bangalore,11710142102,CO'S CONT TO EPS- SYSTEMS,53571
2022,Bangalore,11710142102,CO'S CONT TO EPS- SYSTEMS,53571
2022,Bangalore,11710142102,CO'S CONT TO EPS- SYSTEMS,53571
2022,Bangalore,11710142101,CO'S CONT TO EPF- SYSTEMS,20663
2022,Bangalore,11710142101,CO'S CONT TO EPF- SYSTEMS,20663
2022,Bangalore,11710142101,CO'S CONT TO EPF- SYSTEMS,20663
2022,Bangalore,11710142101,CO'S CONT TO EPF- SYSTEMS,20663
2022,Bangalore,11710142005,LEAVE ENCASHMENT- SYSTEMS,905.23
2022,Bangalore,11710142005,LEAVE ENCASHMENT- SYSTEMS,905.23
2022,Bangalore,11710142005,LEAVE ENCASHMENT- SYSTEMS,905.23
2022,Bangalore,11710142005,LEAVE ENCASHMENT- SYSTEMS,905.23
2022,Bangalore,11710142002,BONUS- SYSTEMS,9399.11
2022,Bangalore,11710142002,BONUS- SYSTEMS,9399.11
2022,Bangalore,11710142002,BONUS- SYSTEMS,9399.11
2022,Bangalore,11710142002,BONUS- SYSTEMS,9399.11
2022,Bangalore,11710142001,SALARY- SYSTEMS,1123885
2022,Bangalore,11710142001,SALARY- SYSTEMS,1123885
2022,Bangalore,11710142001,SALARY- SYSTEMS,1123885
2022,Bangalore,11710142001,SALARY- SYSTEMS,1123885
2022,Bangalore,11710141170,MISCELLANEOUS EXPENSES-SYS,1292.5
2022,Bangalore,11710141012,ENTERTAINMENT- FOOD- SYS,8561
2022,Bangalore,11710141012,ENTERTAINMENT- FOOD- SYS,8561
2022,Bangalore,11710141012,ENTERTAINMENT- FOOD- SYS,8561
2022,Bangalore,11710141012,ENTERTAINMENT- FOOD- SYS,8561
2022,Bangalore,11710141011,EMP MEAL- SYSTEMS,23248
2022,Bangalore,11710141011,EMP MEAL- SYSTEMS,23248
2022,Bangalore,11710141011,EMP MEAL- SYSTEMS,23248
2022,Bangalore,11710141011,EMP MEAL- SYSTEMS,23248
2022,Bangalore,11600030411,LALIT LOYALTY-MEMBERSHIP,-2993739
2022,Bangalore,11600030401,FOOD/REV - FOOD TRUCK,-1301494.09
2022,Bangalore,11600030400,INTEREST INCOME- INDAS,-5749929
2022,Bangalore,11600030300,LEASE INCOME- IND AS,-97457
2022,Bangalore,11600030300,LEASE INCOME- IND AS,-97457
2022,Bangalore,11600030300,LEASE INCOME- IND AS,-97457
2022,Bangalore,11600030300,LEASE INCOME- IND AS,-97457
2022,Bangalore,11600030279,SERVICE CHARGE KITTI KO,-220829.8
2022,Bangalore,11600030278,ELECTRICITY CHARGES,-647053.55
2022,Bangalore,11600030274,ENTRY FEE REVENUE,-109008.93
